Micro Citation,Micro Citation Name,Macro Citation,Macro Citation Name,Social Harm,# Charges (Grand Total),% All Charges (For Any Offense),% Charges by Race (Black),% Charges by Race (White),% Charges by Race (Hispanic),% Charges by Race (Asian),% Charges by Race (Native American),% Charges by Race (Native Hawiian or Pacific Islander),% Charges by Race (Other),% Charges by Race (Unknown),% Charges by Race (Missing Data),% Charges by Gender (Male),% Charges by Gender (Female),% Charges by Gender (Missing Data),% Charges Attempted,% Charges Enhanced (Any),% Charges Enhanced (Armed),% Charges Enhanced (not Armed),% Charges Diverted,% Charges Deferred,% Charges with Conspiracy Charge in Case,% Charges with a Crime of Violence in Case,% Charges with Conviction in Case for Any Charge,% Charges Resulting in Convictions,# Convictions (Grand Total),% All Convictions (For Any Offense),% Convictions by Race (Black),% Convictions by Race (White),% Convictions by Race (Hispanic),% Convictions by Race (Asian),% Convictions by Race (Native American),% Convictions by Race (Native Hawiian or Pacific Islander),% Convictions by Race (Other),% Convictions by Race (Unknown),% Convictions by Race (Missing Data),% Convictions by Gender (Male),% Convictions by Gender (Female),% Convictions by Gender (Missing Data),% Convictions by Guilty Plea,% Convictions Attempted,% Convictions Enhanced (Any),% Convictions Enhanced (Armed),% Convictions Enhanced (not Armed),% Convictions with Conspiracy Charge in Case,% Convictions with a Crime of Violence in Case,% Convictions to Serve Consecutively to Any Other Conviction by Defendant [in conviction group],% Convictions that are Only Conviction of Defendant in Conviction Group,% Convictions with more than one conviction of Defendant with No Consecutive Service in Conviction Group,% Convictions with Time Served Sentence,% Convictions with Life Sentence,(All) Total Months Sentenced to Confinement 0.025 quantile,(All) Total Months Sentenced to Confinement 0.05 quantile,(All) Total Months Sentenced to Confinement 0.1 quantile,(All) Total Months Sentenced to Confinement 0.25 quantile,(All) Total Months Sentenced to Confinement 0.5 quantile,(All) Total Months Sentenced to Confinement 0.75 quantile,(All) Total Months Sentenced to Confinement 0.9 quantile,(All) Total Months Sentenced to Confinement 0.95 quantile,(All) Total Months Sentenced to Confinement 0.975 quantile,(All) Total Months Actually to Serve 0.025 quantile,(All) Total Months Actually to Serve 0.05 quantile,(All) Total Months Actually to Serve 0.1 quantile,(All) Total Months Actually to Serve 0.25 quantile,(All) Total Months Actually to Serve 0.5 quantile,(All) Total Months Actually to Serve 0.75 quantile,(All) Total Months Actually to Serve 0.9 quantile,(All) Total Months Actually to Serve 0.95 quantile,(All) Total Months Actually to Serve 0.975 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0.025 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0.05 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0.1 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0.25 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0.5 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0.75 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0.9 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0.95 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0.975 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0.025 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0.05 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0.1 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0.25 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0.5 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0.75 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0.9 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0.95 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0.975 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0.025 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0.05 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0.1 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0.25 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0.5 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0.75 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0.9 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0.95 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0.975 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0.025 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0.05 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0.1 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0.25 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0.5 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0.75 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0.9 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0.95 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0.975 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0.025 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0.05 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0.1 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0.25 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0.5 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0.75 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0.9 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0.95 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0.975 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0.025 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0.05 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0.1 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0.25 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0.5 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0.75 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0.9 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0.95 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0.975 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0.025 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0.05 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0.1 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0.25 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0.5 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0.75 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0.9 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0.95 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0.975 quantile,(Only Conviction in Case) Total Months Actually to Serve 0.025 quantile,(Only Conviction in Case) Total Months Actually to Serve 0.05 quantile,(Only Conviction in Case) Total Months Actually to Serve 0.1 quantile,(Only Conviction in Case) Total Months Actually to Serve 0.25 quantile,(Only Conviction in Case) Total Months Actually to Serve 0.5 quantile,(Only Conviction in Case) Total Months Actually to Serve 0.75 quantile,(Only Conviction in Case) Total Months Actually to Serve 0.9 quantile,(Only Conviction in Case) Total Months Actually to Serve 0.95 quantile,(Only Conviction in Case) Total Months Actually to Serve 0.975 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0.025 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0.05 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0.1 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0.25 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0.5 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0.75 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0.9 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0.95 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0.975 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0.025 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0.05 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0.1 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0.25 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0.5 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0.75 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0.9 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0.95 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0.975 quantile,% Time to Serve for All Offenses,% Time Imposed for All Offenses,% Time to Serve Modulated to Account for Concurrent Sentences,% Time Imposed Modulated to Account for Concurrent Sentences
48DC904.01(d)(1),Controlled Substance Possession (Misdemeanor),48DC904.01(d)(1),Controlled Substance Possession,DRUG,5062,18.60%,0.914,0.065,0.2,None,None,None,< 25%,0.60%,1.30%,84.60%,14.60%,0.70%,17.50%,None,None,None,10.40%,None,None,7.10%,55.20%,44.70%,2261,21.90%,0.911,0.066,0.2,None,None,None,< 25%,< 25%,1.50%,86.90%,12.30%,< 25%,93.20%,38.40%,None,None,None,None,3.80%,5.50%,78.40%,16.10%,5.90%,None,0,0,0,0.8,2.1,4,6,6,6,0,0,0,0,0,1,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,6,6,6,0,0,0,0,0,1,3,4,6,0.2,0.2,0.6,1,2,3.3,6,6,6,0.2,0.2,0.3,1,1.5,3,4,6,6,0,0,0,0.3,2,3.3,6,6,6,0,0,0,0,0,0.7,2,3,5,0,0,0,1,3,4,6,6,6,0,0,0,0,0,1,3,4,6,1.80%,4.40%,2.00%,2.00%
48DC904.01(a)(1)-Y,Controlled Substance Distribution,48DC904.01(a)(1)-Y,Controlled Substance Distribution,DRUG,1438,5.30%,0.967,0.2,0.2,None,None,None,None,< 25%,2.00%,80.90%,18.50%,< 25%,38.50%,3.60%,< 25%,3.40%,< 25%,None,< 25%,100.00%,71.10%,63.50%,913,8.80%,0.964,0.2,None,None,None,None,None,< 25%,< 25%,78.90%,20.70%,< 25%,95.30%,60.00%,< 25%,< 25%,< 25%,None,100.00%,7.00%,76.20%,16.80%,< 25%,None,0.6,5,6,12,16,20,27.4,30,36,0,0,0,0,0.3,10,20,24,30,12,12,12,18,19,27.5,40.8,44.4,46.2,0,0,0,0,12,18,31.8,39.9,44,0.9,6,12,14,20,24,30,36,36.4,0,0,0,0,3,12,24,30,32,3.2,6,9.3,12,20,24,30,36,36,0,1,3.1,6,8.5,18,24,29.5,30,0.2,4,6,10,15,20,24.3,30,36,0,0,0,0,0,8,18,24,30,0.8,6,6,12,18,20,30,30.8,40.4,0,0,0,0,0,9,20,24,30,6.20%,11.90%,6.70%,6.80%
23DC1327(a)(2),Failure to Appear Before Court (Misdemeanor),23DC1327(a),Failure to Appear Before Court,GOVERNMENT,1175,4.30%,0.848,0.092,0.2,None,None,None,None,< 25%,5.10%,69.70%,28.90%,< 25%,None,None,None,None,1.80%,None,None,< 25%,68.80%,63.10%,741,7.20%,0.86,0.09,None,None,None,None,None,< 25%,4.30%,68.70%,29.70%,< 25%,98.20%,None,None,None,None,None,< 25%,15.10%,73.30%,11.60%,< 25%,None,0,3,3,3,3,4,6,6,6,0,0,0,0,3,3,3.2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,6,6,6,0,0,0,0,3,3,3.2,4,6,3,3,3,3,3,3.3,6,6,6,0.3,0.4,1,3,3,3,4,4.5,6,0,0.1,3,3,3,4,6,6,6,0,0,0,0,3,3,3,4,5.9,0,0.2,3,3,3,4,6,6,6,0,0,0,0,0,1,3,3.8,4.9,4.00%,3.90%,4.70%,4.60%
22DC404(a)(1),Simple Assault,22DC404(a)(1),Simple Assault,PERSON,1626,6.00%,0.774,0.174,0.2,0.2,0.2,None,< 25%,< 25%,3.40%,75.00%,23.20%,1.80%,None,< 25%,None,< 25%,3.80%,< 25%,< 25%,4.80%,47.40%,38.30%,623,6.00%,0.791,0.167,0.2,None,None,None,< 25%,< 25%,< 25%,75.60%,23.30%,< 25%,69.20%,None,< 25%,None,< 25%,< 25%,7.20%,14.40%,55.50%,30.00%,3.40%,None,0,0.1,0.5,2,3,6,6,6,6,0,0,0,0,0,2,4,6,6,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,0,0.1,0.5,2,3,6,6,6,6,0,0,0,0,0,2,4,6,6,0.5,0.7,1,2,4,6,6,6,6,0,0.2,0.5,1,3,6,6,6,6,0,0,0.2,1,3,6,6,6,6,0,0,0,0,0,1,3,4.8,6,0,0,0.2,2,3,6,6,6,6,0,0,0,0,0,0.4,3,4,6,0.80%,1.70%,0.90%,0.90%
22DC3212(b),Theft Second Degree,22DC3212,Theft,PROPERTY,1127,4.10%,0.83,0.134,0.2,0.2,None,None,None,< 25%,2.00%,80.60%,18.40%,< 25%,15.40%,None,None,None,12.90%,None,< 25%,3.20%,57.70%,48.30%,544,5.30%,0.847,0.11,0.2,None,None,None,None,< 25%,< 25%,82.70%,15.80%,< 25%,93.40%,23.20%,None,None,None,None,4.40%,13.20%,65.40%,21.30%,8.10%,None,0,0,0.5,1,3,5,6,6,6,0,0,0,0,0.2,1.5,3,5.7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5,1,3,6,6,6,6,0,0,0,0,0,1.3,3,5.9,6,0.2,0.3,0.5,1,3,6,6,7.4,15.7,0,0.1,0.3,0.5,1,3.1,6,6,15.7,0,0,0,0.9,2.2,4,6,6,6,0,0,0,0,0,1,3,4,6,0,0,0.3,1.5,3.3,6,6,6,6,0,0,0,0,0,0.1,3,4,6,0.80%,1.50%,0.90%,0.90%
48DC904.01(a)(1)-X,Controlled Substance Possession With Intent to Distribute,48DC904.01(a)(1)-X,Controlled Substance Possession With Intent to Distribute,DRUG,997,3.70%,0.97,0.2,0.2,None,None,None,None,< 25%,< 25%,89.30%,10.40%,< 25%,19.90%,7.50%,4.40%,3.60%,< 25%,None,< 25%,100.00%,67.10%,41.10%,410,4.00%,0.973,0.2,None,None,None,None,None,< 25%,< 25%,93.90%,5.90%,< 25%,91.00%,48.00%,< 25%,< 25%,< 25%,None,100.00%,9.00%,61.50%,29.50%,None,None,0,3.5,6,12,17.5,23.6,30,31.7,36,0,0,0,0,3,14,22,24,31.5,4.2,7.9,12,16.5,33,66,72,76.2,80.1,0,0,0,1.5,12,45,72,72,72,0,3.7,7.6,14,20,24,30,36,36.2,0,0,0,0,4,16,24,28.2,32.2,0.9,5,9.6,12,16,24.3,32.4,36,39.6,0.1,0.4,1.3,6,14,18,28,36,39.6,0,3,6,12,16,22,30,30,36,0,0,0,0,0,12,18,24,24,1,6,6,12,18,22,30,30,48,0,0,0,0,5,16,24,30,48,3.70%,5.70%,3.50%,3.50%
22DC405(b),Assault on a Police Officer (Simple assault),22DC405,Assault On A Police Officer,PERSON,888,3.30%,0.834,0.131,None,None,None,None,None,< 25%,3.00%,80.90%,17.10%,< 25%,< 25%,None,None,None,3.80%,None,None,4.60%,62.80%,42.50%,377,3.60%,0.841,0.122,None,None,None,None,None,< 25%,< 25%,83.00%,15.90%,< 25%,64.20%,< 25%,None,None,None,None,< 25%,15.40%,45.90%,38.70%,< 25%,None,0,0.2,0.5,1,3,5,6,6,6,0,0,0,0,0,1,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5,1,3,5,6,6,6,0,0,0,0,0,1,3,6,6,0.3,0.5,0.8,2.1,3,6,6,6,6,0.2,0.3,0.4,0.9,2.3,3.8,6,6,6,0,0,0.3,1,3,5,6,6,6,0,0,0,0,0,1,3,6,6,0,0,0,1,3,4.6,6,6,6,0,0,0,0,0,0.2,1.5,3,4.8,0.40%,1.00%,0.50%,0.50%
22DC2701,Prostitution or Solicitation for Prostitution (Solicitation),22DC2701,Prostitution or Solicitation for Prostitution,PUBLIC ORDER,1420,5.20%,0.81,0.161,0.2,0.2,None,None,None,< 25%,2.40%,62.00%,36.80%,< 25%,None,None,None,None,50.40%,None,None,< 25%,23.30%,22.20%,315,3.00%,0.886,0.086,None,0.2,None,None,None,< 25%,< 25%,35.20%,63.80%,< 25%,94.00%,None,None,None,None,None,< 25%,< 25%,90.80%,< 25%,< 25%,None,0.2,0.2,0.3,0.5,1,1.5,3,3,3,0,0,0,0.1,0.5,1,1.5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,1,1.5,3,3,3,0,0,0,0.1,0.5,1,1.5,2,3,0.2,0.3,0.3,0.3,0.3,0.7,0.7,0.9,1.5,0.2,0.3,0.3,0.3,0.3,0.7,0.7,0.9,1.5,0,0,0.3,0.5,1,1.5,3,3,3,0,0,0,0,0.5,1,1.5,2,2.5,0.4,0.6,1,1,1.5,2.2,3,3,3,0,0,0,0,0.5,1,2.8,3,3,1.40%,1.10%,1.70%,1.70%
22DC2801,Robbery,22DC2801,Robbery,PERSON,445,1.60%,0.91,0.049,None,None,None,None,None,< 25%,< 25%,94.40%,< 25%,< 25%,23.40%,39.60%,38.70%,< 25%,None,None,< 25%,100.00%,69.40%,58.90%,262,2.50%,0.908,0.2,None,None,None,None,None,< 25%,< 25%,94.30%,< 25%,< 25%,88.90%,36.60%,26.70%,26.30%,< 25%,< 25%,100.00%,43.90%,36.60%,19.50%,< 25%,None,5,6,10,19,24,48,72,108,108,0,0,0,6,24,48,60,84,96,21.8,36,36,48,60,94.5,108,108,108,15.8,27,36,48,60,70.5,93,108,108,14.9,18,24,24,30,40,54,60,69.1,0,0,1.8,18,24,36.5,54,60,69.1,6,6,12,24,36,63,108,108,108,4,6,6,18,30,60,81.6,91.8,108,0,4.5,8,14,24,31.5,49,60,67.5,0,0,0,0,14,27,48,54,60,6,8,12,24,24,46,60,72,90,0,0,0,8,24,46,60,72,90,8.20%,7.10%,8.30%,8.20%
22DC4504(a)(1)-Y,Carrying Dangerous Weapon (Pistol) (Outside home or business),22DC4504(a),Carrying Dangerous Weapon,WEAPON,569,2.10%,0.937,0.037,None,None,None,None,None,< 25%,< 25%,96.10%,< 25%,< 25%,6.90%,< 25%,None,< 25%,< 25%,None,< 25%,33.70%,69.80%,45.30%,258,2.50%,0.942,0.2,None,None,None,None,None,None,< 25%,97.30%,< 25%,< 25%,84.10%,14.70%,< 25%,None,< 25%,< 25%,29.50%,22.10%,36.80%,41.10%,< 25%,None,0.6,2,5.5,6,12,20.5,24,30.8,36,0,0,0,0,3.8,12,24,30,36,9,9,9,9.2,10,11.5,18,21,22.5,0,0,0,2.5,10,11.5,18,21,22.5,1,6,6,10.8,14,24,28,32,36,0,0,0,0,6,14,24,30,36,6,6,9.2,12,15,24,30.8,36,50.4,3.4,5.6,6,12,14,24,30.8,36,50.4,0.5,1,4.4,6,12,18,24,28.6,30.3,0,0,0,0,0,6,11.2,15.2,21.9,0,2,3,6,12,20,24,29.5,33.5,0,0,0,0,0,12,18,24,30.8,2.10%,2.90%,2.00%,2.00%
