Micro Citation,Micro Citation Name,Macro Citation,Macro Citation Name,Social Harm,# Charges (Grand Total),% All Charges (For Any Offense),% Charges by Race (Black),% Charges by Race (White),% Charges by Race (Hispanic),% Charges by Race (Asian),% Charges by Race (Native American),% Charges by Race (Native Hawiian or Pacific Islander),% Charges by Race (Other),% Charges by Race (Unknown),% Charges by Race (Missing Data),% Charges by Gender (Male),% Charges by Gender (Female),% Charges by Gender (Missing Data),% Charges Attempted,% Charges Enhanced (Any),% Charges Enhanced (Armed),% Charges Enhanced (not Armed),% Charges Diverted,% Charges Deferred,% Charges with Conspiracy Charge in Case,% Charges with a Crime of Violence in Case,% Charges with Conviction in Case for Any Charge,% Charges Resulting in Convictions,# Convictions (Grand Total),% All Convictions (For Any Offense),% Convictions by Race (Black),% Convictions by Race (White),% Convictions by Race (Hispanic),% Convictions by Race (Asian),% Convictions by Race (Native American),% Convictions by Race (Native Hawiian or Pacific Islander),% Convictions by Race (Other),% Convictions by Race (Unknown),% Convictions by Race (Missing Data),% Convictions by Gender (Male),% Convictions by Gender (Female),% Convictions by Gender (Missing Data),% Convictions by Guilty Plea,% Convictions Attempted,% Convictions Enhanced (Any),% Convictions Enhanced (Armed),% Convictions Enhanced (not Armed),% Convictions with Conspiracy Charge in Case,% Convictions with a Crime of Violence in Case,% Convictions to Serve Consecutively to Any Other Conviction by Defendant [in conviction group],% Convictions that are Only Conviction of Defendant in Conviction Group,% Convictions with more than one conviction of Defendant with No Consecutive Service in Conviction Group,% Convictions with Time Served Sentence,% Convictions with Life Sentence,(All) Total Months Sentenced to Confinement 0%.0%25 quantile,(All) Total Months Sentenced to Confinement 0%.0%5 quantile,(All) Total Months Sentenced to Confinement 0%.1 quantile,(All) Total Months Sentenced to Confinement 0%.25 quantile,(All) Total Months Sentenced to Confinement 0%.5 quantile,(All) Total Months Sentenced to Confinement 0%.75 quantile,(All) Total Months Sentenced to Confinement 0%.9 quantile,(All) Total Months Sentenced to Confinement 0%.95 quantile,(All) Total Months Sentenced to Confinement 0%.975 quantile,(All) Total Months Actually to Serve 0%.0%25 quantile,(All) Total Months Actually to Serve 0%.0%5 quantile,(All) Total Months Actually to Serve 0%.1 quantile,(All) Total Months Actually to Serve 0%.25 quantile,(All) Total Months Actually to Serve 0%.5 quantile,(All) Total Months Actually to Serve 0%.75 quantile,(All) Total Months Actually to Serve 0%.9 quantile,(All) Total Months Actually to Serve 0%.95 quantile,(All) Total Months Actually to Serve 0%.975 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.0%25 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.0%5 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.1 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.25 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.5 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.75 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.9 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.95 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.975 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0%.0%25 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0%.0%5 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0%.1 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0%.25 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0%.5 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0%.75 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0%.9 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0%.95 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0%.975 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.0%25 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.0%5 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.1 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.25 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.5 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.75 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.9 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.95 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.975 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0%.0%25 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0%.0%5 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0%.1 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0%.25 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0%.5 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0%.75 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0%.9 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0%.95 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0%.975 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0%.0%25 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0%.0%5 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0%.1 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0%.25 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0%.5 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0%.75 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0%.9 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0%.95 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0%.975 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0%.0%25 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0%.0%5 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0%.1 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0%.25 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0%.5 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0%.75 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0%.9 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0%.95 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0%.975 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0%.0%25 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0%.0%5 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0%.1 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0%.25 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0%.5 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0%.75 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0%.9 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0%.95 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0%.975 quantile,(Only Conviction in Case) Total Months Actually to Serve 0%.0%25 quantile,(Only Conviction in Case) Total Months Actually to Serve 0%.0%5 quantile,(Only Conviction in Case) Total Months Actually to Serve 0%.1 quantile,(Only Conviction in Case) Total Months Actually to Serve 0%.25 quantile,(Only Conviction in Case) Total Months Actually to Serve 0%.5 quantile,(Only Conviction in Case) Total Months Actually to Serve 0%.75 quantile,(Only Conviction in Case) Total Months Actually to Serve 0%.9 quantile,(Only Conviction in Case) Total Months Actually to Serve 0%.95 quantile,(Only Conviction in Case) Total Months Actually to Serve 0%.975 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0%.0%25 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0%.0%5 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0%.1 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0%.25 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0%.5 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0%.75 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0%.9 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0%.95 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0%.975 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0%.0%25 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0%.0%5 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0%.1 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0%.25 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0%.5 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0%.75 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0%.9 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0%.95 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0%.975 quantile,% Time to Serve for All Offenses,% Time Imposed for All Offenses,% Time to Serve Modulated to Account for Concurrent Sentences,% Time Imposed Modulated to Account for Concurrent Sentences
22DC2101-Y,Abuse of a Vulnerable Adult or Elderly Person,22DC2101,First Degree Murder,PERSON,56,0.2,89.3,< 25,0,0,0,0,0,0,< 25,83.9,< 25,< 25,0,92.9,85.7,< 25,0,0,< 50,100.0,62.5,41.1,23,0.2,> 75 ,0,0,0,0,0,0,0,< 25,87.0,< 25,0,< 25,0,95.7,> 75 ,< 25,< 75,100.0,< 75,0,< 50,0,0,360,360,360,360,400,480,600,600,654,360,360,360,360,400,480,600,600,654,360,360,360,360,392,480,588,600,657,360,360,360,360,392,480,588,600,657,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,360,360,360,360,410,510,600,630,675,360,360,360,360,410,510,600,630,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,360,360,372,384,480,480,480,480,360,360,360,372,384,480,480,480,480,8.2,5.8,8.0,7.9
22DC2103,Abuse of a Vulnerable Adult or Elderly Person (Inflicts or Threatens Physical Injury),22DC2103,Second Degree Murder,PERSON,62,0.2,87.1,< 25,< 25,0,0,0,0,0,< 25,91.9,< 25,< 25,0,77.4,77.4,0,0,0,< 25,100.0,64.5,61.3,38,0.4,81.6,< 25,< 25,0,0,0,0,0,< 25,92.1,< 25,< 25,57.9,0,81.6,81.6,0,< 50,100.0,< 75,< 50,< 25,0,0,153.3,156,164.4,216,240,285,300,361.8,380.1,111,150.6,156,216,240,273,300,361.8,380.1,156,156,168,228,240,288,300,366,399,117,156,156,204,240,282,300,366,399,134.4,148.8,177.6,216,240,240,259.2,273.6,280.8,134.4,148.8,177.6,216,240,240,259.2,273.6,280.8,136.2,152.4,156,192,240,258,290.4,307.2,339.6,136.2,152.4,156,192,240,258,290.4,307.2,339.6,183,186,192,216,240,276,288,384,432,183,186,192,216,240,276,288,384,432,180.6,193.2,218.4,240,240,291,318,339,349.5,29.4,58.8,117.6,222,240,255,318,339,349.5,9.4,6.8,9.9,9.9
22DC2101-X,Accessory to a Crime After the Fact,22DC2101,First Degree Murder,PERSON,< 20,---,> 75 ,0,0,0,0,0,0,0,< 25,< 75,< 50,0,< 25,< 75,< 50,< 25,0,0,< 25,> 75 ,> 75 ,33.3,< 20,---,> 75 ,0,0,0,0,0,0,0,< 25,< 25,> 75 ,0,0,0,> 75 ,< 25,< 75,0,> 75 ,> 75 ,0,< 25,---,0,306,312,324,360,360,360,360,360,360,306,312,324,360,360,360,360,360,360,304.5,309,318,345,360,360,360,360,360,304.5,309,318,345,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,---,---,---,---
22DC3002(a)(1),Accessory to a Crime After the Fact (ADW),22DC3002,First Degree Sexual Abuse,PERSON,35,0.1,80.0,< 25,< 25,0,0,0,0,0,< 25,94.3,0,< 25,< 25,< 50,< 25,< 25,0,0,0,100.0,77.1,51.4,< 20,0.2,> 75 ,0,< 25,0,0,0,0,0,< 25,> 75 ,0,< 25,< 50,< 50,< 75,< 25,< 50,0,> 75 ,< 50,< 25,< 50,0,0,26.6,29.1,34.2,60,180,216,240,240,240,26.6,29.1,34.2,60,180,216,240,240,240,150.3,156.6,169.2,180,180,216,223.2,231.6,235.8,150.3,156.6,169.2,180,180,216,223.2,231.6,235.8,217.8,219.6,223.2,234,240,240,240,240,240,217.8,219.6,223.2,234,240,240,240,240,240,37.8,39.6,43.2,114,180,180,204,222,231,37.8,39.6,43.2,114,180,180,204,222,231,25.8,27.6,31.2,42,60,60,60,60,60,25.8,27.6,31.2,42,60,60,60,60,60,50,69.9,109.8,198,216,240,240,240,240,50,69.9,109.8,198,216,240,240,240,240,2.8,2.0,1.8,1.8
22DC2803(a)(1),Aggravated Assault,22DC2803,Carjacking,PERSON,< 20,---,> 75 ,0,0,0,0,0,0,0,< 25,> 75 ,0,< 25,0,> 75 ,> 75 ,0,0,0,< 25,> 75 ,< 50,15.8,< 20,---,< 75,0,0,0,0,0,0,0,< 50,> 75 ,0,0,< 75,0,> 75 ,> 75 ,0,< 50,> 75 ,< 50,< 75,0,---,0,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---
22DC2105-Y,Aggravated Assault (Causes Serious Bodily Injury),22DC2105,Manslaughter,PERSON,20,0.1,> 75 ,< 25,0,0,0,0,0,0,0,> 75 ,< 25,< 25,0,< 50,< 50,0,0,0,< 25,100.0,> 75 ,95.0,< 20,0.2,> 75 ,< 25,0,0,0,0,0,0,0,> 75 ,< 25,< 25,> 75 ,0,< 50,< 50,0,< 25,> 75 ,< 25,< 75,< 25,0,0,46.3,52.6,78,96,120,150,180,180,180,0,0,32,90,120,138,170.4,180,180,98.4,100.8,105.6,120,156,180,180,180,180,19.2,38.4,76.8,108,144,168,180,180,180,43.2,46.3,52.6,87,96,120,132,132,132,9,18,36,61.5,96,120,132,132,132,96,96,96,96,96,114,124.8,128.4,130.2,96,96,96,96,96,114,124.8,128.4,130.2,44.2,48.4,60,96,120,156,177.6,180,180,44.2,48.4,60,96,120,156,177.6,180,180,98.4,100.8,105.6,120,144,162,172.8,176.4,178.2,0,0,0,0,0,72,115.2,129.6,136.8,2.3,1.8,2.6,2.6
22DC1810,Aggravated Assault (Grave Risk),22DC1810,Threatening to Kidnap or Injure a Person,PERSON,121,0.4,82.6,< 25,0,0,0,0,0,0,< 25,85.1,< 25,0,0,0,0,0,0,0,< 25,57.9,63.6,33.1,40,0.4,72.5,< 25,0,0,0,0,0,0,< 25,90.0,< 25,0,< 50,0,0,0,0,< 25,< 50,< 50,< 25,< 50,0,0,6,6,7,12,18,36,180,180,180,0,0,0,6.8,18,36,180,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,12,18,36,180,180,180,0,0,0,6.8,18,36,180,180,180,6.4,6.8,7,12,18,36,36,52.8,86.4,6.4,6.8,7,12,18,36,36,47.4,70.2,6,6,6,6.5,10,16.5,25,28.5,30.2,0.1,0.2,0.5,2.2,7,15.5,25,28.5,30.2,12,12,12,14,24,180,180,180,180,0,0,0,0,19,180,180,180,180,1.7,1.3,0.7,0.7
22DC3008,Arson,22DC3008,First Degree Child Sexual Abuse,PERSON,47,0.2,95.7,< 25,< 25,0,0,0,0,0,0,97.9,< 25,0,< 25,44.7,0,44.7,0,0,0,100.0,89.4,38.3,< 20,0.2,> 75 ,0,< 25,0,0,0,0,0,0,> 75 ,0,0,> 75 ,< 75,< 25,0,< 25,0,> 75 ,< 25,> 75 ,0,0,0,7.6,15.3,18,28.5,81,103.5,149.4,173.7,206.8,0,0,4.2,19.5,81,103.5,149.4,173.7,206.8,93.8,97.5,105,127.5,165,202.5,225,232.5,236.2,93.8,97.5,105,127.5,165,202.5,225,232.5,236.2,28.8,39.6,61.2,90,108,138,151.2,156.6,159.3,28.8,39.6,61.2,90,108,138,151.2,156.6,159.3,51.2,54.3,60.6,79.5,126,181.5,216.6,228.3,234.2,51.2,54.3,60.6,79.5,126,181.5,216.6,228.3,234.2,5.9,11.7,18,19.5,63,90,124.8,136.2,140.1,0,0,1.8,9,63,90,124.8,136.2,140.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,1.0,1.5,1.5
22DC2001,Assault on a Police Officer (Significant bodily injury),22DC2001,Kidnapping,PERSON,38,0.1,81.6,< 25,< 25,0,0,0,0,0,< 25,97.4,0,< 25,0,63.2,63.2,< 25,0,0,0,100.0,76.3,31.6,< 20,0.1,> 75 ,< 25,< 25,0,0,0,0,0,0,> 75 ,0,< 25,< 25,0,< 50,< 50,0,0,> 75 ,< 75,0,< 75,0,0,42.6,49.2,60,60,96,114,119.4,163.2,189.6,18.6,25.2,38.4,60,96,114,119.4,163.2,189.6,97.8,99.6,103.2,114,114,114,175.2,195.6,205.8,97.8,99.6,103.2,114,114,114,175.2,195.6,205.8,39.6,43.2,50.4,60,60,90,105.6,112.8,116.4,15.6,19.2,26.4,48,60,90,105.6,112.8,116.4,39,42,48,73.5,114,114,117,118.5,119.2,39,42,48,73.5,114,114,117,118.5,119.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,66,90,96,156,186,201,18,24,36,66,90,96,156,186,201,1.1,0.8,0.8,0.8
22DC401-U,Assault on a Police Officer (Simple assault),22DC401,"Assault With Intent to Kill, Rob, Commit Sexual Abuse",PERSON,84,0.3,95.2,< 25,0,0,0,0,0,0,< 25,97.6,< 25,0,0,88.1,88.1,0,0,0,< 25,100.0,61.9,25.0,21,0.2,95.2,0,0,0,0,0,0,0,< 25,100.0,0,0,< 50,0,< 75,< 75,0,< 25,100.0,< 75,< 25,< 25,0,0,57.5,60,74,84,102,108,144,156,168,57.5,60,74,84,102,108,144,156,168,89.4,94.8,102,102,102,138,153.6,165.6,172.8,89.4,94.8,102,102,102,138,153.6,165.6,172.8,55.9,56.8,58.5,70.5,84,87,99.6,103.8,105.9,55.9,56.8,58.5,70.5,84,87,99.6,103.8,105.9,64.9,69.8,78,84,102,120,151.2,163.2,171.6,64.9,69.8,78,84,102,120,151.2,163.2,171.6,57.2,59.4,63.7,76.8,96,108,108,108,108,57.2,59.4,63.7,76.8,96,108,108,108,108,96.6,97.2,98.4,102,108,114,117.6,118.8,119.4,96.6,97.2,98.4,102,108,114,117.6,118.8,119.4,1.9,1.4,2.1,2.0
